"source","phase","table","category","level","rolls_min","rolls_max","to_each","display_name","weight","stack_min","stack_max","pool_total_weight","pick_chance_per_roll","registry_name","meta","entry_class","nbt"
"chestgenhooks","post","","strongholdLibrary","","1","5","","Enchanted Book","2","1","5","243","0.008230","minecraft:enchanted_book","0","",""
"chestgenhooks","post","","strongholdLibrary","","1","5","","Blaze Rod","5","1","3","243","0.020576","minecraft:blaze_rod","0","",""
"chestgenhooks","post","","strongholdLibrary","","1","5","","Oblivion Frame","23","1","3","243","0.094650","MagicBees:frameOblivion","0","",""
"chestgenhooks","post","","strongholdLibrary","","1","5","","<item id does not resolve in this build>","23","1","3","243","0.094650","","0","",""
"chestgenhooks","post","","strongholdLibrary","","1","5","","Adventurer's Diary","8","1","1","243","0.032922","HardcoreEnderExpansion:adventurers_diary","0","",""
"chestgenhooks","post","","strongholdLibrary","","1","5","","Temple Caller","1","1","1","243","0.004115","HardcoreEnderExpansion:temple_caller","0","",""
"chestgenhooks","post","","strongholdLibrary","","1","5","","Knowledge Note","6","1","1","243","0.024691","HardcoreEnderExpansion:knowledge_note","0","","{pts:40b}"
"chestgenhooks","post","","strongholdLibrary","","1","5","","Knowledge Note","12","1","1","243","0.049383","HardcoreEnderExpansion:knowledge_note","0","","{pts:30b}"
"chestgenhooks","post","","strongholdLibrary","","1","5","","Knowledge Note","18","1","1","243","0.074074","HardcoreEnderExpansion:knowledge_note","0","","{pts:20b}"
"chestgenhooks","post","","strongholdLibrary","","1","5","","Knowledge Note","24","1","1","243","0.098765","HardcoreEnderExpansion:knowledge_note","0","","{pts:10b}"
"chestgenhooks","post","","strongholdLibrary","","1","5","","Floppy Disk","5","1","1","243","0.020576","OpenComputers:item","4","",""
"chestgenhooks","post","","strongholdLibrary","","1","5","","Common Treasure","4","1","3","243","0.016461","Thaumcraft:ItemLootBag","0","",""
"chestgenhooks","post","","strongholdLibrary","","1","5","","Thaumium Ingot","4","1","3","243","0.016461","Thaumcraft:ItemResource","2","",""
"chestgenhooks","post","","strongholdLibrary","","1","5","","Amber","4","1","3","243","0.016461","Thaumcraft:ItemResource","6","",""
"chestgenhooks","post","","strongholdLibrary","","1","5","","Uncommon Treasure","3","1","2","243","0.012346","Thaumcraft:ItemLootBag","1","",""
"chestgenhooks","post","","strongholdLibrary","","1","5","","Mundane Amulet","3","1","2","243","0.012346","Thaumcraft:ItemBaubleBlanks","0","",""
"chestgenhooks","post","","strongholdLibrary","","1","5","","Mundane Ring","3","1","2","243","0.012346","Thaumcraft:ItemBaubleBlanks","1","",""
"chestgenhooks","post","","strongholdLibrary","","1","5","","Mundane Belt","3","1","2","243","0.012346","Thaumcraft:ItemBaubleBlanks","2","",""
"chestgenhooks","post","","strongholdLibrary","","1","5","","Knowledge Fragment","3","1","2","243","0.012346","Thaumcraft:ItemResource","9","",""
"chestgenhooks","post","","strongholdLibrary","","1","5","","Knowledge Fragment","20","3","6","243","0.082305","Thaumcraft:ItemResource","9","",""
"chestgenhooks","post","","strongholdLibrary","","1","5","","Rare Treasure","1","1","1","243","0.004115","Thaumcraft:ItemLootBag","2","",""
"chestgenhooks","post","","strongholdLibrary","","1","5","","Thaumonomicon","1","1","1","243","0.004115","Thaumcraft:ItemThaumonomicon","0","",""
"chestgenhooks","post","","strongholdLibrary","","1","5","","Thaumium Sword","1","1","1","243","0.004115","Thaumcraft:ItemSwordThaumium","0","",""
"chestgenhooks","post","","strongholdLibrary","","1","5","","Thaumium Pickaxe","1","1","1","243","0.004115","Thaumcraft:ItemPickThaumium","0","",""
"chestgenhooks","post","","strongholdLibrary","","1","5","","Thaumium Axe","1","1","1","243","0.004115","Thaumcraft:ItemAxeThaumium","0","",""
"chestgenhooks","post","","strongholdLibrary","","1","5","","Thaumium Hoe","1","1","1","243","0.004115","Thaumcraft:ItemHoeThaumium","0","",""
"chestgenhooks","post","","strongholdLibrary","","1","5","","Ring of Protection","1","1","1","243","0.004115","Thaumcraft:ItemRingRunic","0","",""
"chestgenhooks","post","","strongholdLibrary","","1","5","","Apprentices Ring of Aer","1","1","1","243","0.004115","Thaumcraft:ItemBaubleBlanks","3","",""
"chestgenhooks","post","","strongholdLibrary","","1","5","","Apprentices Ring of Terra","1","1","1","243","0.004115","Thaumcraft:ItemBaubleBlanks","4","",""
"chestgenhooks","post","","strongholdLibrary","","1","5","","Apprentices Ring of Ignis","1","1","1","243","0.004115","Thaumcraft:ItemBaubleBlanks","5","",""
"chestgenhooks","post","","strongholdLibrary","","1","5","","Apprentices Ring of Aqua","1","1","1","243","0.004115","Thaumcraft:ItemBaubleBlanks","6","",""
"chestgenhooks","post","","strongholdLibrary","","1","5","","Apprentices Ring of Ordo","1","1","1","243","0.004115","Thaumcraft:ItemBaubleBlanks","7","",""
"chestgenhooks","post","","strongholdLibrary","","1","5","","Apprentices Ring of Perditio","1","1","1","243","0.004115","Thaumcraft:ItemBaubleBlanks","8","",""
"chestgenhooks","post","","strongholdLibrary","","1","5","","Vis Stone","1","1","1","243","0.004115","Thaumcraft:ItemAmuletVis","0","","{aer:400,perditio:200,ignis:300,terra:100,aqua:100,ordo:200}"
"chestgenhooks","post","","strongholdLibrary","","1","5","","Shimmerleaf","4","1","3","243","0.016461","Thaumcraft:blockCustomPlant","2","",""
"chestgenhooks","post","","strongholdLibrary","","1","5","","Cinderpearl","4","1","3","243","0.016461","Thaumcraft:blockCustomPlant","3","",""
"chestgenhooks","post","","strongholdLibrary","","1","5","","Lesser Ring of Ender Disjunction","1","1","1","243","0.004115","Automagy:baubleEnderDisjunction","1","",""
"chestgenhooks","post","","strongholdLibrary","","1","5","","Phial of Enchanter's Concentrate","3","1","3","243","0.012346","Automagy:phialExtra","0","",""
"chestgenhooks","post","","strongholdLibrary","","1","5","","<item id does not resolve in this build>","1","0","1","243","0.004115","","0","",""
"chestgenhooks","post","","towerChestContents","","0","0","","Gemcutter's Tools","8","1","1","8","1.000000","WitchingGadgets:item.WG_Material","8","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Diamond","3","1","3","686","0.004373","minecraft:diamond","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Iron Ingot","10","1","5","686","0.014577","minecraft:iron_ingot","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Gold Ingot","5","1","3","686","0.007289","minecraft:gold_ingot","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Bread","15","1","3","686","0.021866","minecraft:bread","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Apple","15","1","3","686","0.021866","minecraft:apple","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Iron Pickaxe","5","1","1","686","0.007289","minecraft:iron_pickaxe","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Iron Sword","5","1","1","686","0.007289","minecraft:iron_sword","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Iron Chestplate","5","1","1","686","0.007289","minecraft:iron_chestplate","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Iron Helmet","5","1","1","686","0.007289","minecraft:iron_helmet","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Iron Leggings","5","1","1","686","0.007289","minecraft:iron_leggings","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Iron Boots","5","1","1","686","0.007289","minecraft:iron_boots","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Iron Chestplate","5","1","1","686","0.007289","minecraft:iron_chestplate","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Chain Helmet","2","1","1","686","0.002915","minecraft:chainmail_helmet","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Chain Leggings","2","1","1","686","0.002915","minecraft:chainmail_leggings","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Chain Boots","2","1","1","686","0.002915","minecraft:chainmail_boots","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Chain Chestplate","2","1","1","686","0.002915","minecraft:chainmail_chestplate","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Obsidian","5","3","7","686","0.007289","minecraft:obsidian","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Oak Sapling","5","3","7","686","0.007289","minecraft:sapling","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Saddle","3","1","1","686","0.004373","minecraft:saddle","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Iron Horse Armor","3","1","1","686","0.004373","minecraft:iron_horse_armor","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Gold Horse Armor","2","1","1","686","0.002915","minecraft:golden_horse_armor","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Diamond Horse Armor","1","1","1","686","0.001458","minecraft:diamond_horse_armor","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Bronze Pickaxe","3","1","1","686","0.004373","IC2:itemToolBronzePickaxe","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Bronze Sword","3","1","1","686","0.004373","IC2:itemToolBronzeSword","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Bronze Helmet","3","1","1","686","0.004373","IC2:itemArmorBronzeHelmet","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Bronze Chestplate","3","1","1","686","0.004373","IC2:itemArmorBronzeChestplate","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Bronze Leggings","3","1","1","686","0.004373","IC2:itemArmorBronzeLegs","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Bronze Boots","3","1","1","686","0.004373","IC2:itemArmorBronzeBoots","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Rubber Tree Sapling","4","1","4","686","0.005831","IC2:blockRubSapling","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Thorns","25","2","6","686","0.036443","BiomesOPlenty:plants","5","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Pile of Ashes","25","2","8","686","0.036443","BiomesOPlenty:misc","1","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Wading Boots","25","1","1","686","0.036443","BiomesOPlenty:wadingBoots","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Flippers","25","1","1","686","0.036443","BiomesOPlenty:flippers","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Crowbar","10","1","1","686","0.014577","Railcraft:tool.crowbar","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Steel Shears","5","1","1","686","0.007289","Railcraft:tool.steel.shears","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Steel Sword","5","1","1","686","0.007289","Railcraft:tool.steel.sword","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Steel Axe","5","1","1","686","0.007289","Railcraft:tool.steel.axe","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Steel Helmet","5","1","1","686","0.007289","Railcraft:armor.steel.helmet","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Steel Chestplate","5","1","1","686","0.007289","Railcraft:armor.steel.plate","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Steel Leggings","5","1","1","686","0.007289","Railcraft:armor.steel.legs","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Steel Boots","5","1","1","686","0.007289","Railcraft:armor.steel.boots","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Coal Coke","20","4","16","686","0.029155","Railcraft:fuel.coke","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Block of Steel","5","1","1","686","0.007289","Railcraft:cube","2","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Temple Caller","1","0","1","686","0.001458","HardcoreEnderExpansion:temple_caller","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Knowledge Note","3","1","1","686","0.004373","HardcoreEnderExpansion:knowledge_note","0","","{pts:40b}"
"chestgenhooks","post","","villageBlacksmith","","4","11","","Knowledge Note","6","1","1","686","0.008746","HardcoreEnderExpansion:knowledge_note","0","","{pts:30b}"
"chestgenhooks","post","","villageBlacksmith","","4","11","","Knowledge Note","9","1","1","686","0.013120","HardcoreEnderExpansion:knowledge_note","0","","{pts:20b}"
"chestgenhooks","post","","villageBlacksmith","","4","11","","Knowledge Note","12","1","1","686","0.017493","HardcoreEnderExpansion:knowledge_note","0","","{pts:10b}"
"chestgenhooks","post","","villageBlacksmith","","4","11","","Thaumium Ingot","10","1","3","686","0.014577","Thaumcraft:ItemResource","2","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Shimmerleaf","4","1","3","686","0.005831","Thaumcraft:blockCustomPlant","2","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Cinderpearl","4","1","3","686","0.005831","Thaumcraft:blockCustomPlant","3","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Phial of Enchanter's Concentrate","3","1","2","686","0.004373","Automagy:phialExtra","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","<item id does not resolve in this build>","1","0","1","686","0.001458","","0","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Mc Guffium 239","1","1","1","686","0.001458","gregtech:gt.metaitem.01","32765","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Chrome Dust","6","1","4","686","0.008746","gregtech:gt.metaitem.01","2030","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Neodymium Dust","6","2","8","686","0.008746","gregtech:gt.metaitem.01","2067","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Manganese Ingot","12","2","8","686","0.017493","gregtech:gt.metaitem.01","11031","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Steel Ingot","12","4","12","686","0.017493","gregtech:gt.metaitem.01","11305","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Bronze Ingot","12","4","12","686","0.017493","gregtech:gt.metaitem.01","11300","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Brass Ingot","12","4","12","686","0.017493","gregtech:gt.metaitem.01","11301","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Damascus Steel Ingot","1","4","12","686","0.001458","gregtech:gt.metaitem.01","11335","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Copper Ingot","9","2","6","686","0.013120","gregtech:gt.metaitem.01","11035","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Tin Ingot","8","4","16","686","0.011662","gregtech:gt.metaitem.01","11057","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Lead Ingot","10","2","6","686","0.014577","gregtech:gt.metaitem.01","11089","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Silver Ingot","8","2","4","686","0.011662","gregtech:gt.metaitem.01","11054","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Magnesium Ingot","10","2","8","686","0.014577","gregtech:gt.metaitem.01","11018","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Aluminium Ingot","1","0","1","686","0.001458","gregtech:gt.metaitem.01","11019","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Manganese Ingot","3","1","2","686","0.004373","gregtech:gt.metaitem.01","11031","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Nickel Ingot","5","2","3","686","0.007289","gregtech:gt.metaitem.01","11034","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Cobalt Ingot","1","1","1","686","0.001458","gregtech:gt.metaitem.01","11033","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Zinc Ingot","4","1","3","686","0.005831","gregtech:gt.metaitem.01","11036","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Molybdenum Ingot","3","1","3","686","0.004373","gregtech:gt.metaitem.01","11048","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Antimony Ingot","2","1","2","686","0.002915","gregtech:gt.metaitem.01","11058","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Invar Ingot","3","1","3","686","0.004373","gregtech:gt.metaitem.01","11302","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Electrum Ingot","1","1","1","686","0.001458","gregtech:gt.metaitem.01","11303","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Cast Iron Ingot","7","2","6","686","0.010204","gregtech:gt.metaitem.01","11304","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Stainless Steel Ingot","1","0","1","686","0.001458","gregtech:gt.metaitem.01","11306","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Pig Iron Ingot","2","1","2","686","0.002915","gregtech:gt.metaitem.01","11307","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Red Alloy Ingot","4","1","2","686","0.005831","gregtech:gt.metaitem.01","11308","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Cupronickel Ingot","1","1","1","686","0.001458","gregtech:gt.metaitem.01","11310","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Cobalt Brass Ingot","1","1","2","686","0.001458","gregtech:gt.metaitem.01","11343","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Magnetic Iron Ingot","4","2","3","686","0.005831","gregtech:gt.metaitem.01","11354","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Electrical Steel Ingot","2","1","2","686","0.002915","gregtech:gt.metaitem.01","11365","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Ardite Ingot","1","1","2","686","0.001458","gregtech:gt.metaitem.01","11382","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Iron Rod","5","4","8","686","0.007289","gregtech:gt.metaitem.01","23032","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Iron Screw","5","4","8","686","0.007289","gregtech:gt.metaitem.01","27032","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Iron Ring","5","4","8","686","0.007289","gregtech:gt.metaitem.01","28032","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Iron Foil","5","4","8","686","0.007289","gregtech:gt.metaitem.01","29032","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Iron Minecart Wheels","4","2","4","686","0.005831","gregtech:gt.metaitem.01","32100","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Small Iron Gear","5","4","8","686","0.007289","gregtech:gt.metaitem.02","20032","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Small Iron Spring","5","4","8","686","0.007289","gregtech:gt.metaitem.02","23032","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Iron Spring","5","2","4","686","0.007289","gregtech:gt.metaitem.02","24032","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Iron Rotor","5","2","4","686","0.007289","gregtech:gt.metaitem.02","21032","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Long Iron Rod","5","4","8","686","0.007289","gregtech:gt.metaitem.02","22032","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Tin Rod","5","4","8","686","0.007289","gregtech:gt.metaitem.01","23057","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Tin Screw","5","4","8","686","0.007289","gregtech:gt.metaitem.01","27057","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Tin Ring","5","4","8","686","0.007289","gregtech:gt.metaitem.01","28057","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Tin Foil","5","4","8","686","0.007289","gregtech:gt.metaitem.01","29057","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Small Tin Gear","5","4","8","686","0.007289","gregtech:gt.metaitem.02","20057","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Small Tin Spring","5","4","8","686","0.007289","gregtech:gt.metaitem.02","23057","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Tin Spring","5","2","4","686","0.007289","gregtech:gt.metaitem.02","24057","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Tin Rotor","5","2","4","686","0.007289","gregtech:gt.metaitem.02","21057","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Long Tin Rod","5","4","8","686","0.007289","gregtech:gt.metaitem.02","22057","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Copper Rod","5","4","8","686","0.007289","gregtech:gt.metaitem.01","23035","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Copper Screw","5","4","8","686","0.007289","gregtech:gt.metaitem.01","27035","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Copper Ring","5","4","8","686","0.007289","gregtech:gt.metaitem.01","28035","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Copper Foil","5","4","8","686","0.007289","gregtech:gt.metaitem.01","29035","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Small Copper Gear","5","4","8","686","0.007289","gregtech:gt.metaitem.02","20035","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Small Copper Spring","5","4","8","686","0.007289","gregtech:gt.metaitem.02","23035","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Copper Spring","5","2","4","686","0.007289","gregtech:gt.metaitem.02","24035","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Copper Rotor","5","2","4","686","0.007289","gregtech:gt.metaitem.02","21035","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","Long Copper Rod","5","4","8","686","0.007289","gregtech:gt.metaitem.02","22035","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","1x Copper Wire","6","4","8","686","0.008746","gregtech:gt.blockmachines","1360","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","1x Iron Wire","6","4","8","686","0.008746","gregtech:gt.blockmachines","1300","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","1x Tin Wire","6","4","8","686","0.008746","gregtech:gt.blockmachines","1240","",""
"chestgenhooks","post","","villageBlacksmith","","4","11","","§fBronze Pickaxe","10","1","1","686","0.014577","TConstruct:pickaxe","0","","{InfiTool:{Accessory:14,HarvestLevel:3,BaseDurability:356,Handle:14,RenderHandle:14,Built:1b,Broken:0b,BaseAttack:4,ToolEXP:0L,Head:14,Attack:4,Shoddy:0.0f,ModDurability:0.0f,RenderAccessory:14,MiningSpeed:650,Modifiers:0,Unbreaking:1,TotalDurability:356,RenderHead:14,HeadEXP:0L,BonusDurability:0,Damage:0,ToolLevel:1,HarvestLevelModified:0b},display:{Name:""§fBronze Pickaxe""}}"
"chestgenhooks","post","","villageBlacksmith","","4","11","","§fBronze Shovel","1","1","1","686","0.001458","TConstruct:shovel","0","","{InfiTool:{Damage:0,HarvestLevel:4,BaseDurability:356,Handle:14,Attack:5,Built:1b,Broken:0b,BaseAttack:5,ToolEXP:0L,Head:14,Shoddy:0.0f,RenderHandle:14,ModDurability:0.0f,MiningSpeed:650,Modifiers:0,Unbreaking:1,TotalDurability:356,RenderHead:14,ToolLevel:1,BonusDurability:0},display:{Name:""§fBronze Shovel""}}"
"chestgenhooks","post","","villageBlacksmith","","4","11","","§fBronze Broadsword","10","1","1","686","0.014577","TConstruct:broadsword","0","","{InfiTool:{Accessory:14,HarvestLevel:4,BaseDurability:427,Handle:14,Attack:7,Built:1b,Broken:0b,BaseAttack:7,ToolEXP:0L,Head:14,Shoddy:0.0f,RenderHandle:14,ModDurability:0.0f,RenderAccessory:14,MiningSpeed:650,Modifiers:0,Unbreaking:1,TotalDurability:427,RenderHead:14,BonusDurability:0,ToolLevel:1,Damage:0},display:{Name:""§fBronze Broadsword""}}"
"chestgenhooks","post","","vn_armorer","","1","6","","Iron Ingot","2","1","3","8","0.250000","minecraft:iron_ingot","0","",""
"chestgenhooks","post","","vn_armorer","","1","6","","Bread","4","1","4","8","0.500000","minecraft:bread","0","",""
"chestgenhooks","post","","vn_armorer","","1","6","","Iron Helmet","1","1","1","8","0.125000","minecraft:iron_helmet","0","",""
"chestgenhooks","post","","vn_armorer","","1","6","","Emerald","1","1","1","8","0.125000","minecraft:emerald","0","",""
"chestgenhooks","post","","vn_butcher","","1","6","","Emerald","1","1","1","28","0.035714","minecraft:emerald","0","",""
"chestgenhooks","post","","vn_butcher","","1","6","","Raw Porkchop","6","1","3","28","0.214286","minecraft:porkchop","0","",""
"chestgenhooks","post","","vn_butcher","","1","6","","Wheat","6","1","3","28","0.214286","minecraft:wheat","0","",""
"chestgenhooks","post","","vn_butcher","","1","6","","Raw Beef","6","1","3","28","0.214286","minecraft:beef","0","",""
"chestgenhooks","post","","vn_butcher","","1","6","","Raw Mutton","6","1","3","28","0.214286","harvestcraft:muttonrawItem","0","",""
"chestgenhooks","post","","vn_butcher","","1","6","","Coal","3","1","3","28","0.107143","minecraft:coal","0","",""
"chestgenhooks","post","","vn_cartographer","","1","6","","Codex","4","1","2","54","0.074074","VillageNames:codex","0","",""
"chestgenhooks","post","","vn_cartographer","","1","6","","Empty Map","10","1","3","54","0.185185","minecraft:map","0","",""
"chestgenhooks","post","","vn_cartographer","","1","6","","Paper","15","1","5","54","0.277778","minecraft:paper","0","",""
"chestgenhooks","post","","vn_cartographer","","1","6","","Compass","5","1","1","54","0.092593","minecraft:compass","0","",""
"chestgenhooks","post","","vn_cartographer","","1","6","","Bread","15","1","4","54","0.277778","minecraft:bread","0","",""
"chestgenhooks","post","","vn_cartographer","","1","6","","Stick","5","1","2","54","0.092593","minecraft:stick","0","",""
"chestgenhooks","post","","vn_desert_house","","3","9","","Clay","1","1","1","36","0.027778","minecraft:clay_ball","0","",""
"chestgenhooks","post","","vn_desert_house","","3","9","","Cactus Green","1","1","1","36","0.027778","minecraft:dye","2","",""
"chestgenhooks","post","","vn_desert_house","","3","9","","Cactus","10","1","4","36","0.277778","minecraft:cactus","0","",""
"chestgenhooks","post","","vn_desert_house","","3","9","","Wheat","10","1","7","36","0.277778","minecraft:wheat","0","",""
"chestgenhooks","post","","vn_desert_house","","3","9","","Bread","10","1","4","36","0.277778","minecraft:bread","0","",""
"chestgenhooks","post","","vn_desert_house","","3","9","","Book","1","1","1","36","0.027778","minecraft:book","0","",""
"chestgenhooks","post","","vn_desert_house","","3","9","","Dead Bush","2","1","3","36","0.055556","minecraft:deadbush","0","",""
"chestgenhooks","post","","vn_desert_house","","3","9","","Emerald","1","1","3","36","0.027778","minecraft:emerald","0","",""
"chestgenhooks","post","","vn_farm","","1","6","","Emerald","1","1","1","14","0.071429","minecraft:emerald","0","",""
"chestgenhooks","post","","vn_farm","","1","6","","Seeds","5","1","5","14","0.357143","minecraft:wheat_seeds","0","",""
"chestgenhooks","post","","vn_farm","","1","6","","Potato","2","1","5","14","0.142857","minecraft:potato","0","",""
"chestgenhooks","post","","vn_farm","","1","6","","Carrot","2","1","5","14","0.142857","minecraft:carrot","0","",""
"chestgenhooks","post","","vn_farm","","1","6","","Beetroot Seeds","1","1","5","14","0.071429","etfuturum:beetroot_seeds","0","",""
"chestgenhooks","post","","vn_farm","","1","6","","Pumpkin Seeds","1","1","5","14","0.071429","minecraft:pumpkin_seeds","0","",""
"chestgenhooks","post","","vn_farm","","1","6","","Sugar Canes","1","1","5","14","0.071429","minecraft:reeds","0","",""
"chestgenhooks","post","","vn_farm","","1","6","","Bucket","1","1","1","14","0.071429","minecraft:bucket","0","",""
"chestgenhooks","post","","vn_fisher","","1","6","","Emerald","1","1","1","12","0.083333","minecraft:emerald","0","",""
"chestgenhooks","post","","vn_fisher","","1","6","","Raw Fish","2","1","3","12","0.166667","minecraft:fish","0","",""
"chestgenhooks","post","","vn_fisher","","1","6","","Raw Salmon","1","1","3","12","0.083333","minecraft:fish","1","",""
"chestgenhooks","post","","vn_fisher","","1","6","","Water Bucket","1","1","3","12","0.083333","minecraft:water_bucket","0","",""
"chestgenhooks","post","","vn_fisher","","1","6","","Barrel","1","1","3","12","0.083333","etfuturum:barrel","0","",""
"chestgenhooks","post","","vn_fisher","","1","6","","Clay","1","1","1","12","0.083333","minecraft:clay_ball","0","",""
